order_id,customer_id,order_date,order_status,payment_method,sales_channel,gross_amount,discount_amount,shipping_fee,final_amount,delivered_date
O01127,C0103,18-05-2025,Delivered,Net Banking,Website,799,0,0,799,20-05-2025
O01128,C0193,11-09-2024,Delivered,COD,Website,930.65,67.35,0,930.65,14-09-2024
O01129,C0197,04-08-2025,Delivered,Net Banking,Website,404.1,44.9,59,463.1,12-08-2025
O01130,C0236,18-08-2024,Delivered,UPI,Website,2560.25,134.75,0,2560.25,20-08-2024
O01131,C0223,01-05-2024,Delivered,UPI,Website,1512.25,134.75,0,1512.25,07-05-2024
O01132,C0413,08-11-2024,Delivered,UPI,Website,1438.2,159.8,0,1438.2,11-11-2024
O01133,C0361,06-10-2024,Delivered,UPI,Website,1188.3,209.7,0,1188.3,12-10-2024
O01134,C0277,03-04-2024,Delivered,UPI,Website,599,0,49,648,06-04-2024
O01135,C0257,12-03-2024,Delivered,COD,Website,822.1,24.9,0,822.1,16-03-2024
O01136,C0396,27-07-2025,Delivered,UPI,Website,1122.5,224.5,0,1122.5,01-08-2025
O01137,C0059,12-08-2025,Delivered,UPI,Website,699,0,0,699,14-08-2025
O01138,C0291,04-10-2025,Delivered,UPI,Mobile App,359.1,39.9,49,408.1,08-10-2025
O01139,C0497,08-11-2024,Returned,COD,Website,336.75,112.25,40,376.75,13-11-2024
O01140,C0409,02-10-2025,In Transit,UPI,Mobile App,2397,0,0,2397,
O01141,C0210,06-11-2024,Delivered,UPI,Website,1256.4,139.6,0,1256.4,09-11-2024
O01142,C0451,28-03-2025,Delivered,Credit Card,Website,1048,0,0,1048,31-03-2025
O01143,C0413,06-06-2025,Delivered,COD,Marketplace,759.05,39.95,0,759.05,08-06-2025
O01144,C0450,22-01-2025,Returned,UPI,Website,923.15,74.85,0,923.15,24-01-2025
O01145,C0393,24-10-2025,Delivered,UPI,Mobile App,314.1,34.9,40,354.1,28-10-2025
O01146,C0413,02-07-2024,Delivered,UPI,Mobile App,199.2,49.8,40,239.2,06-07-2024
O01147,C0047,13-06-2024,Delivered,UPI,Mobile App,349,0,59,408,17-06-2024
O01148,C0255,25-10-2025,Cancelled,UPI,Marketplace,599,0,0,0,
O01149,C0229,17-07-2025,Delivered,COD,Website,1138.1,59.9,0,1138.1,24-07-2025
O01150,C0060,22-10-2025,Delivered,Credit Card,Website,678.3,119.7,49,727.3,27-10-2025
O01151,C0385,22-02-2024,Delivered,Credit Card,Website,2540.2,104.8,0,2540.2,25-02-2024
O01152,C0445,30-03-2025,Delivered,UPI,Website,894.65,52.35,0,894.65,02-04-2025
O01153,C0500,01-11-2024,Delivered,Debit Card,Mobile App,314.1,34.9,49,363.1,05-11-2024
O01154,C0443,18-04-2024,Delivered,Net Banking,Website,588.2,59.8,59,647.2,21-04-2024
O01155,C0100,18-05-2024,Delivered,UPI,Marketplace,948.1,49.9,0,948.1,23-05-2024
O01156,C0204,13-11-2025,Delivered,Credit Card,Mobile App,404.1,44.9,49,453.1,18-11-2025
O01157,C0483,11-08-2024,Cancelled,Net Banking,Mobile App,1043.1,54.9,0,0,
O01158,C0187,17-02-2024,In Transit,Debit Card,Mobile App,1721.5,224.5,0,1721.5,
O01159,C0258,08-03-2024,Delivered,COD,Mobile App,758.1,39.9,0,758.1,10-03-2024
O01160,C0187,17-07-2025,Delivered,UPI,Mobile App,759.05,39.95,0,759.05,21-07-2025
O01161,C0451,09-10-2024,Delivered,Debit Card,Website,638.4,159.6,40,678.4,13-10-2024
O01162,C0071,13-07-2025,Returned,COD,Website,539.1,59.9,59,598.1,15-07-2025
O01163,C0079,29-10-2024,Delivered,Debit Card,Marketplace,728.05,19.95,0,728.05,01-11-2024
O01164,C0238,05-05-2024,Delivered,Debit Card,Website,2182.95,262.05,0,2182.95,10-05-2024
O01165,C0026,14-06-2024,Delivered,Debit Card,Website,498,0,59,557,21-06-2024
O01166,C0230,02-03-2025,Delivered,Credit Card,Mobile App,1956.4,239.6,0,1956.4,07-03-2025
O01167,C0244,03-03-2025,Delivered,UPI,Mobile App,449,0,59,508,08-03-2025
O01168,C0265,19-06-2025,Delivered,UPI,Website,349,0,40,389,24-06-2025
O01169,C0310,28-05-2024,Delivered,Debit Card,Marketplace,474.05,24.95,40,514.05,01-06-2024
O01170,C0378,25-11-2024,Delivered,Credit Card,Mobile App,299,0,40,339,30-11-2024
O01171,C0124,23-06-2025,Cancelled,Credit Card,Mobile App,908.25,139.75,0,0,
O01172,C0247,17-08-2024,Cancelled,Debit Card,Website,898.35,199.65,0,0,
O01173,C0191,26-04-2024,Cancelled,UPI,Mobile App,616.55,32.45,0,0,
O01174,C0297,09-01-2024,Cancelled,UPI,Website,1077.3,119.7,0,0,
O01175,C0282,07-11-2024,Delivered,UPI,Mobile App,718.2,79.8,0,718.2,14-11-2024
O01176,C0472,09-08-2024,Delivered,COD,Website,1817.1,79.9,0,1817.1,16-08-2024
O01177,C0437,25-04-2024,Delivered,Credit Card,Mobile App,539.1,59.9,59,598.1,27-04-2024
O01178,C0452,24-12-2024,Delivered,COD,Website,1941.45,254.55,0,1941.45,29-12-2024
O01179,C0179,16-08-2025,Delivered,Net Banking,Mobile App,808.2,89.8,0,808.2,19-08-2025
O01180,C0183,29-07-2024,Delivered,Debit Card,Mobile App,314.1,34.9,49,363.1,04-08-2024
O01181,C0434,10-08-2025,Delivered,COD,Mobile App,1115.65,82.35,0,1115.65,14-08-2025
O01182,C0318,03-02-2024,Delivered,COD,Mobile App,1233.1,64.9,0,1233.1,06-02-2024
O01183,C0126,27-10-2024,Returned,Net Banking,Website,3370.45,324.55,0,3370.45,01-11-2024
O01184,C0151,09-09-2024,Delivered,Credit Card,Website,719.1,79.9,0,719.1,14-09-2024
O01185,C0083,14-11-2024,Delivered,COD,Mobile App,988.2,109.8,0,988.2,18-11-2024
O01186,C0197,05-07-2024,Cancelled,Debit Card,Mobile App,1564.65,82.35,0,0,
O01187,C0206,11-05-2024,Cancelled,UPI,Website,1467.3,179.7,0,0,
O01188,C0456,27-09-2025,Delivered,Debit Card,Website,1279.65,67.35,0,1279.65,30-09-2025
O01189,C0033,28-12-2024,Cancelled,UPI,Website,269.1,29.9,0,0,
O01190,C0054,02-11-2024,Cancelled,Credit Card,Website,1902.85,192.15,0,0,
O01191,C0280,29-08-2024,Delivered,Net Banking,Website,1757.85,137.15,0,1757.85,04-09-2024
O01192,C0302,26-08-2025,Delivered,UPI,Mobile App,1269.8,127.2,0,1269.8,30-08-2025
O01193,C0099,11-11-2024,Delivered,Credit Card,Website,314.1,34.9,59,373.1,16-11-2024
O01194,C0448,22-11-2024,Delivered,Credit Card,Website,551.65,97.35,59,610.65,25-11-2024
O01195,C0340,12-10-2025,Delivered,COD,Website,519.2,129.8,59,578.2,14-10-2025
O01196,C0087,15-06-2024,Delivered,UPI,Mobile App,1229.75,117.25,0,1229.75,18-06-2024
O01197,C0424,23-02-2024,Delivered,UPI,Website,848,0,0,848,26-02-2024
O01198,C0069,13-06-2024,Delivered,UPI,Mobile App,411.75,137.25,59,470.75,16-06-2024
O01199,C0020,24-11-2024,Delivered,COD,Mobile App,1362.2,84.8,0,1362.2,02-12-2024
O01200,C0103,04-10-2024,Delivered,Credit Card,Website,1677.6,419.4,0,1677.6,10-10-2024
O01201,C0495,21-03-2025,Returned,Debit Card,Website,339.15,59.85,49,388.15,24-03-2025
O01202,C0216,02-02-2024,Delivered,Net Banking,Mobile App,398.4,99.6,40,438.4,06-02-2024
O01203,C0052,07-06-2025,Delivered,UPI,Mobile App,983.1,64.9,0,983.1,11-06-2025
O01204,C0087,12-08-2024,Delivered,UPI,Website,830.55,17.45,0,830.55,17-08-2024
O01205,C0194,20-05-2024,Delivered,UPI,Website,399,0,40,439,29-05-2024
O01206,C0321,16-11-2024,Returned,UPI,Website,799,0,0,799,22-11-2024
O01207,C0326,24-02-2025,Delivered,Credit Card,Marketplace,569.05,29.95,49,618.05,26-02-2025
O01208,C0432,29-10-2025,Delivered,UPI,Mobile App,1942.45,354.55,0,1942.45,04-11-2025
O01209,C0266,16-01-2025,Delivered,Credit Card,Marketplace,314.1,34.9,40,354.1,18-01-2025
O01210,C0172,11-02-2024,Delivered,Net Banking,Website,479.2,119.8,40,519.2,15-02-2024
O01211,C0304,05-06-2025,Delivered,Credit Card,Website,339.15,59.85,40,379.15,10-06-2025
O01212,C0467,11-08-2025,Delivered,Credit Card,Mobile App,284.05,14.95,49,333.05,16-08-2025
O01213,C0024,31-01-2025,Delivered,UPI,Website,822.25,74.75,0,822.25,06-02-2025
O01214,C0327,05-11-2024,Delivered,UPI,Website,424.15,74.85,40,464.15,10-11-2024
O01215,C0106,10-07-2024,Delivered,UPI,Website,1915.35,179.65,0,1915.35,19-07-2024
O01216,C0477,12-06-2024,Delivered,UPI,Website,1566.45,229.55,0,1566.45,15-06-2024
O01217,C0081,31-01-2024,Delivered,Credit Card,Marketplace,759.05,39.95,0,759.05,04-02-2024
O01218,C0328,07-09-2025,Delivered,UPI,Mobile App,3036.05,256.95,0,3036.05,12-09-2025
O01219,C0398,11-10-2024,Delivered,UPI,Website,894.8,102.2,0,894.8,16-10-2024
O01220,C0348,26-04-2024,Delivered,Credit Card,Mobile App,2325.4,219.6,0,2325.4,30-04-2024
O01221,C0244,25-02-2024,In Transit,UPI,Website,539.1,59.9,40,579.1,
O01222,C0266,17-10-2025,In Transit,UPI,Website,1168.2,129.8,0,1168.2,
O01223,C0334,30-10-2024,Cancelled,UPI,Marketplace,1078.2,119.8,0,0,
O01224,C0329,24-10-2025,Delivered,UPI,Website,449.1,49.9,49,498.1,31-10-2025
O01225,C0008,22-10-2024,Delivered,UPI,Website,1088.25,159.75,0,1088.25,26-10-2024
O01226,C0323,28-10-2025,Delivered,COD,Mobile App,2146.35,199.65,0,2146.35,31-10-2025
O01227,C0300,02-04-2024,Delivered,UPI,Website,359.1,39.9,59,418.1,04-04-2024
O01228,C0333,08-11-2024,Delivered,UPI,Mobile App,870.55,27.45,0,870.55,13-11-2024
O01229,C0348,17-01-2024,Cancelled,Net Banking,Website,1284.85,162.15,0,0,
O01230,C0211,04-06-2024,In Transit,UPI,Website,261.75,87.25,49,310.75,
O01231,C0146,14-11-2024,Delivered,Net Banking,Marketplace,2189.3,104.7,0,2189.3,17-11-2024
O01232,C0486,05-08-2025,Delivered,Net Banking,Website,2569.75,374.25,0,2569.75,09-08-2025
O01233,C0364,22-05-2025,Delivered,COD,Website,599,0,49,648,29-05-2025
O01234,C0049,01-12-2024,Delivered,UPI,Mobile App,249,0,40,289,05-12-2024
O01235,C0431,23-09-2025,Returned,COD,Website,1000.75,147.25,0,1000.75,25-09-2025
O01236,C0432,10-07-2025,Delivered,Credit Card,Website,254.15,44.85,59,313.15,18-07-2025
O01237,C0078,26-02-2024,Delivered,Net Banking,Website,917.5,179.5,0,917.5,05-03-2024
O01238,C0280,04-02-2024,Cancelled,UPI,Website,314.1,34.9,0,0,
O01239,C0002,04-04-2025,Delivered,COD,Website,314.1,34.9,59,373.1,09-04-2025
O01240,C0435,07-01-2024,Delivered,UPI,Website,1038.3,159.7,0,1038.3,09-01-2024
O01241,C0087,16-03-2024,In Transit,UPI,Website,1399.95,247.05,0,1399.95,
O01242,C0299,03-09-2025,Delivered,Credit Card,Website,551.65,97.35,49,600.65,06-09-2025
O01243,C0221,27-01-2024,In Transit,UPI,Website,398.4,99.6,59,457.4,
O01244,C0429,26-04-2025,Delivered,Debit Card,Website,988.2,109.8,0,988.2,02-05-2025
O01245,C0086,05-07-2025,Delivered,UPI,Website,424.15,74.85,59,483.15,07-07-2025
O01246,C0165,07-04-2025,Delivered,Credit Card,Mobile App,598,0,49,647,13-04-2025
O01247,C0457,13-01-2024,Delivered,UPI,Website,1423.9,172.1,0,1423.9,19-01-2024
O01248,C0284,12-02-2025,Delivered,COD,Mobile App,948,0,0,948,19-02-2025
O01249,C0444,27-07-2024,Delivered,UPI,Website,2070.7,324.3,0,2070.7,01-08-2024
O01250,C0286,09-05-2025,Delivered,UPI,Marketplace,783.35,164.65,0,783.35,13-05-2025
